area,bedrooms,bathrooms,age,location,price
912.8868057795436,1,3,47,Rural,81684.64
1368.0934749631747,3,1,25,Suburb,214511.36
1523.6167374241275,3,1,11,Rural,135778.76
2434.2733357313496,4,2,10,Waterfront,493664.56
,2,1,36,Uptown,308719.04
742.1759067823596,3,2,24,Waterfront,168655.34
1994.450381636877,3,2,17,Downtown,357109.5
1568.95063175021,5,2,18,Rural,137997.11
1393.8467998164247,5,3,22,Downtown,305104.29
2167.0057733045205,1,3,37,Downtown,366034.86
2418.5997134975705,4,3,17,Suburb,359049.1
2358.768071469719,1,3,25,Rural,206148.38
1296.469486066417,5,1,5,Downtown,274234.53
1614.4725744892712,2,1,3,Uptown,283335.98
1998.7580588421383,5,3,43,Downtown,394744.24
2385.3270762734155,4,1,28,Uptown,387416.3
1512.495457292826,5,1,33,Suburb,203688.48
1688.6046140017097,4,2,16,Downtown,388391.1
1136.199015596383,4,2,42,Waterfront,247742.61
1082.2760255515975,4,2,42,Suburb,171339.57
2287.5154934365187,4,2,15,Uptown,372783.14
2613.7440171424937,4,1,1,Suburb,341579.5
1756.7939270517998,2,3,33,Downtown,351746.57
2402.1197387352145,1,1,7,Rural,229872.02
2016.9816150285806,3,1,12,Rural,193230.79
1412.9281472369255,1,1,41,Uptown,201965.66
2016.8373633050483,4,2,7,Uptown,348015.07
2722.821939879582,2,2,29,Rural,228655.38
1778.504376534029,5,2,31,Uptown,296422.92
2738.7861934884036,2,3,35,Suburb,359512.01
400.0,4,1,46,Waterfront,107982.47
2293.1415026251343,2,3,29,Waterfront,452906.65
1852.2282409429026,2,2,0,Suburb,243213.92
1620.5955897204794,4,3,42,Waterfront,340841.79
1855.0564659213014,2,1,38,Downtown,313288.83
607.4586512394644,3,1,16,Suburb,84585.42
1668.1968672974929,3,2,19,Uptown,308235.47
2014.2675429070478,2,2,23,Suburb,260334.71
2686.7364268449096,5,3,49,Rural,258077.67
1489.0378690358116,4,2,21,Uptown,277891.99
1314.9038382640874,3,2,28,Rural,128422.54
1498.945773849278,5,1,21,Uptown,274201.36
2349.2412706212444,2,2,43,Waterfront,419764.05
1997.2506657958106,5,2,8,Suburb,273028.35
1482.1438777397766,1,1,36,Downtown,232822.95
2107.9604598680135,3,1,9,Uptown,357025.95
1858.2465296088242,2,3,35,Uptown,301050.34
2381.1869943197335,4,2,36,Rural,205899.23
1378.7681436735886,2,1,27,Waterfront,272179.75
1603.402712041339,4,3,27,Rural,168177.67
1564.7351081207055,2,3,41,Rural,131233.26
921.8910311207288,5,2,42,Waterfront,215322.97
1977.6721662387456,5,2,20,Downtown,399256.05
1956.6331633079335,5,3,23,Rural,183541.86
1803.0680739854765,1,1,41,Rural,157571.12
1659.247719974912,4,3,39,Uptown,292652.51
950.7775547697514,5,2,1,Waterfront,230551.96
1547.6128063407846,1,1,7,Suburb,199210.49
,4,1,47,Downtown,298819.11
1318.6336384670287,2,3,26,Downtown,240980.43
1703.2285730003946,1,2,21,Waterfront,312771.89
2042.4305140887232,3,3,36,Uptown,321988.28
2931.711540726318,1,3,26,Uptown,448771.75
1904.7466876991034,1,3,28,Waterfront,360373.17
1954.5302344336587,4,1,2,Uptown,330261.7
1755.3324505402998,2,1,43,Downtown,277942.53
648.7372708205751,3,2,12,Downtown,139539.04
1784.0916747304698,5,2,44,Suburb,240231.62
1836.138125964616,5,3,9,Waterfront,419857.44
3277.9452674911718,1,3,35,Rural,290568.88
1684.5834211313265,4,3,8,Rural,184708.32
1980.9284054001675,4,2,26,Suburb,258226.13
1779.172938176854,5,1,33,Suburb,247424.01
1098.7931774282806,3,1,0,Uptown,164723.28
2485.6936887090123,2,3,31,Suburb,323317.05
2251.1598196120644,3,3,24,Suburb,308702.64
2274.619168225828,2,3,28,Rural,199653.63
1254.3675271231566,5,3,6,Uptown,258336.58
2641.6765865616594,2,2,48,Suburb,301077.33
958.8893623246315,4,1,2,Suburb,139250.72
2152.1142562801624,1,3,19,Uptown,353548.88
3114.2733754859873,1,2,19,Waterfront,583838.01
1205.678204921587,5,3,29,Uptown,228923.91
1460.221362238337,4,3,34,Rural,158209.03
1859.7908190525848,3,1,34,Waterfront,359936.82
1497.9146075302806,4,3,48,Downtown,283006.34
,1,1,38,Uptown,124947.88
1841.1377848836164,1,1,26,Rural,149644.31
1162.617771764337,4,1,25,Waterfront,232014.56
2084.155458381109,4,2,13,Uptown,377473.61
1248.345459459718,1,2,16,Suburb,152881.09
2729.9606430105237,3,1,17,Uptown,424758.69
1330.0480245982578,5,3,44,Downtown,252867.84
,5,1,28,Uptown,243724.95
2288.110330421802,4,3,19,Waterfront,481482.31
1061.4814101396269,5,1,26,Waterfront,254870.78
1936.4759607624776,1,3,17,Uptown,328616.97
2584.285652569457,1,2,3,Waterfront,488135.83
835.5100592632634,4,3,0,Suburb,142431.32
1910.7803151193825,4,1,49,Uptown,300751.2
1955.9296765490542,4,2,0,Suburb,270463.2
2269.0937230663862,3,3,25,Suburb,318088.1
1057.829573473151,5,3,44,Rural,114639.96
1007.7260321494342,4,3,19,Uptown,206079.97
2113.1649393701387,2,3,22,Waterfront,407039.59
1978.1908039399116,2,3,9,Suburb,284595.62
1950.2957102075259,1,2,10,Rural,145053.76
2007.8689256981854,5,2,40,Uptown,325372.48
1391.9851670529056,4,2,40,Uptown,246993.43
1939.3522182966021,2,2,4,Downtown,386230.33
1975.8434839792087,5,1,0,Downtown,391565.2
1371.3891491841794,1,2,16,Suburb,163531.14
2919.464706686854,3,3,21,Downtown,548320.01
2084.2997525470723,5,3,33,Suburb,296771.45
1085.2179016784107,5,2,44,Waterfront,263292.43
2193.932165180298,3,3,40,Suburb,266916.59
1215.1909978636072,5,2,28,Downtown,276647.11
2272.2507622454714,1,3,3,Waterfront,418478.28
2495.1573474044426,1,1,4,Downtown,430823.85
1307.5906089889736,3,1,10,Suburb,188102.61
2378.025677546593,4,2,20,Rural,226344.36
2047.668556161899,2,2,34,Uptown,338559.17
2293.236095996694,4,2,11,Downtown,410503.76
2938.0757895923684,5,3,25,Suburb,399684.21
1652.7671303982777,2,2,18,Waterfront,343692.71
1347.7583013855062,3,1,44,Downtown,243272.81
1266.291342224686,3,3,6,Downtown,246841.85
1310.513829020737,2,2,46,Uptown,221189.69
1753.7389743515375,1,3,6,Suburb,221324.02
2004.6911848899863,2,3,25,Rural,170729.21
1966.0144795980113,5,2,39,Waterfront,391230.57
2296.3099494216144,1,3,4,Suburb,293976.92
1807.8011351267442,3,1,20,Waterfront,359650.11
2672.12044629439,2,1,13,Downtown,451999.73
1641.2059000572262,4,3,3,Uptown,287476.2
3432.101499953771,4,2,22,Uptown,545897.98
2175.400408659004,5,3,41,Rural,195428.8
1285.7054661502304,4,1,19,Uptown,230157.19
1157.4645011633327,2,3,14,Downtown,235432.36
2089.483449145911,2,3,49,Rural,186854.72
1665.9223288044896,4,1,44,Suburb,222690.66
2228.400296455255,2,3,28,Uptown,384074.92
2083.942574744127,5,3,7,Rural,217946.43
1756.3026524058764,1,2,40,Downtown,309618.31
1291.923769158957,5,2,47,Waterfront,273127.04
891.0916651884812,5,1,18,Waterfront,231256.59
1532.0910287597874,2,1,47,Downtown,253536.0
2313.8392765940835,1,1,38,Downtown,391816.72
1928.4562464781225,2,2,45,Waterfront,338551.62
1052.5567327728072,3,1,27,Rural,103648.28
1903.9085555107092,2,1,45,Waterfront,332572.84
2031.1904278373022,2,1,26,Downtown,370120.53
1269.68553827932,2,2,3,Uptown,234590.98
1892.2350635673167,1,3,14,Suburb,237468.8
1834.9252310676,2,1,34,Uptown,315232.41
1114.2178213016261,1,3,36,Uptown,173594.5
2014.67241620897,4,1,0,Downtown,366084.68
2136.4707158209408,3,3,2,Waterfront,430177.96
2449.830745905166,1,2,46,Rural,189843.67
2432.2812312209417,4,2,23,Uptown,411536.22
973.3983792257453,1,1,26,Waterfront,160581.26
1237.3049760509264,1,3,39,Rural,101025.41
2109.021160325196,3,2,35,Uptown,346071.46
2108.271570547325,5,1,33,Rural,201434.5
2109.0286117836285,5,1,28,Waterfront,430135.49
4111.638894392832,1,2,23,Suburb,504086.68
2142.5343064159,2,2,23,Waterfront,405298.67
2481.3393841083594,4,1,41,Downtown,421648.74
,2,3,3,Rural,214189.12
2190.8347507834787,2,3,2,Suburb,300131.42
1610.8384532157927,1,3,33,Rural,140116.41
2255.3815322959604,1,1,48,Rural,190984.37
1336.3048712774569,1,2,22,Uptown,203143.99
1657.9088359559946,1,1,22,Downtown,299323.73
1508.7818713025379,5,2,44,Rural,111072.91
1849.1244836317935,1,3,4,Waterfront,367064.01
3188.795140004105,5,3,30,Waterfront,658716.33
679.6408844449511,5,2,40,Uptown,166911.61
2211.756114224708,1,2,5,Downtown,390497.63
832.370477286209,3,1,36,Downtown,140385.27
1516.8408805263398,4,3,9,Waterfront,358628.45
2453.3703581804198,2,1,39,Suburb,299026.47
1838.5680114572776,5,1,6,Uptown,326650.66
1153.3531332424163,4,1,38,Uptown,186860.15
1370.817774444019,3,3,37,Waterfront,264298.89
2207.7586493608055,2,1,20,Waterfront,425354.5
,2,1,19,Suburb,186861.67
1929.8751537491848,5,1,2,Suburb,278808.18
1827.3431039422883,1,1,21,Downtown,301972.95
1409.0397914365099,3,1,46,Uptown,208630.99
3086.3664535951957,5,1,3,Uptown,496221.24
2180.3514133908066,3,3,27,Waterfront,426355.08
584.9144480054358,1,1,11,Downtown,95217.82
1911.8725888616566,1,2,37,Uptown,265141.24
1402.928121138967,5,1,35,Downtown,288862.1
2311.4600008777343,1,1,46,Downtown,360979.32
1324.4875569403796,4,3,40,Waterfront,299666.6
1731.1581351198606,2,3,4,Downtown,337905.64
2102.992367388274,5,2,12,Suburb,301974.2
2319.453116502073,3,2,22,Suburb,328514.01
1079.8221557665343,4,3,49,Rural,90598.02
1599.2992584954309,5,3,29,Waterfront,366080.45
1515.0328133034263,1,1,36,Rural,121818.12
1408.002460455773,1,3,24,Suburb,220926.35
2859.272544168658,1,2,47,Rural,233906.98
2042.9890265765732,1,1,26,Waterfront,363503.4
1043.469627398973,3,2,13,Waterfront,237407.57
,4,1,47,Downtown,417266.86
3073.2937182075802,2,3,46,Uptown,465367.11
2419.479156330688,3,2,35,Downtown,419918.35
888.378020427592,3,1,38,Waterfront,202481.11
1509.4595562802492,2,1,15,Suburb,178683.22
2560.146689511974,2,3,21,Suburb,333163.92
,1,3,20,Downtown,267909.68
2066.291656887737,3,3,20,Waterfront,434999.92
2264.780432057602,5,2,7,Suburb,309948.87
1243.8417170531502,2,1,48,Waterfront,223498.74
1764.28478636292,2,3,15,Suburb,230711.27
400.0,4,2,30,Waterfront,93974.72
1185.367415199426,5,2,41,Rural,131153.62
1648.459109164104,5,2,9,Waterfront,366900.19
1051.3300908210904,2,3,31,Waterfront,238748.19
2779.446782358981,1,3,33,Downtown,468318.98
941.9151732236204,4,1,8,Rural,119111.32
1535.9733079818097,5,1,16,Uptown,296034.51
1878.4443463716548,2,3,10,Downtown,354084.73
2664.7639734396694,5,2,31,Uptown,414151.67
938.4827092923364,4,2,9,Suburb,143329.41
2497.8982512929756,4,2,21,Uptown,443472.8
1806.1398366117521,3,1,16,Waterfront,363461.01
1211.0948093712295,2,2,3,Uptown,223065.22
2077.262084557962,4,1,47,Downtown,373122.53
1919.435817344082,3,1,46,Downtown,333953.57
1439.8698737047232,3,2,24,Uptown,218470.31
1841.8812509940115,5,2,20,Downtown,380157.14
1568.8118418829438,5,3,36,Downtown,336595.61
1868.1104071507489,3,3,37,Uptown,296203.63
2197.278404712628,5,2,48,Rural,203448.56
2751.6100896872113,4,1,0,Rural,252329.13
1057.3107007038907,1,1,24,Suburb,136579.58
3079.8200247937602,4,1,35,Downtown,541444.31
,3,1,16,Uptown,136532.21
1708.92894297865,3,1,40,Downtown,306369.93
2152.990323890746,4,3,23,Waterfront,405996.91
1968.5951206410195,5,2,1,Downtown,406804.78
1426.3802881076438,5,3,39,Downtown,309737.15
1675.126649785635,3,1,14,Rural,139809.71
1504.1994392047004,2,1,31,Uptown,242510.82
1446.381145833473,5,1,38,Downtown,312161.43
2309.761258212615,4,1,5,Rural,220200.94
2014.2092915790283,5,2,0,Suburb,308829.55
1384.2542428436075,4,1,46,Rural,122665.03
2339.7599252599503,3,2,22,Rural,213910.37
1984.3797125259657,5,1,38,Rural,184478.58
2287.717271303376,4,2,16,Downtown,428369.7
2177.777305154167,3,3,33,Downtown,399770.76
1302.6029934467565,2,1,40,Suburb,136852.13
1463.8913758818182,4,2,28,Waterfront,304737.25
2248.3761630739573,2,3,8,Waterfront,466474.81
2166.222159260079,2,1,12,Waterfront,399764.64
1787.4590436215112,1,1,5,Suburb,209503.09
1870.3964299852692,5,1,5,Waterfront,402089.54
2566.598937473055,4,2,19,Waterfront,515255.56
1445.057166698502,2,2,2,Rural,144686.77
2128.2584287020227,1,3,16,Downtown,379081.34
1678.6844085396635,3,2,48,Downtown,303816.94
1669.3912780636679,4,2,11,Rural,161285.6
2459.266111192314,2,1,47,Rural,188981.41
2295.249809392818,5,1,46,Rural,210350.11
2288.105781600383,1,1,44,Downtown,388830.73
2583.287284292597,2,1,0,Waterfront,504217.53
1812.6023049796554,5,1,16,Rural,153114.96
2209.1717827769785,2,1,2,Suburb,289079.49
1613.8399460439264,4,1,25,Rural,141071.01
1994.4998114930652,4,3,14,Uptown,371807.43
1721.9141673793893,4,3,35,Rural,172634.84
1858.197578995631,1,3,31,Downtown,340461.45
2157.0942152621483,4,3,31,Rural,205733.44
1309.0675900599165,5,1,3,Uptown,250119.31
3055.432365411276,2,3,17,Suburb,413289.56
1196.3895711001787,3,1,48,Waterfront,244641.74
1071.4868323273608,5,3,18,Rural,125232.77
2494.866524100041,5,2,42,Uptown,412734.98
2274.9976163777615,4,3,34,Uptown,357392.02
2174.471890231293,1,3,39,Suburb,273205.14
2177.007305558568,2,1,13,Downtown,385965.67
1792.6519362918511,1,3,32,Rural,166032.1
1261.6473771085011,2,2,13,Uptown,228114.39
1845.4827349162358,2,1,33,Suburb,247751.74
1393.702973092733,1,1,3,Waterfront,273621.43
2385.0718400506507,5,3,23,Uptown,399315.37
1711.765571098717,2,1,28,Suburb,182972.17
1304.7016819244932,1,1,18,Downtown,214939.38
1607.168495008204,2,1,5,Downtown,316606.63
2047.7588725653745,3,1,32,Uptown,354766.2
1461.7652683176152,5,1,48,Uptown,247946.28
1306.667762660141,4,1,39,Rural,102825.7
,2,2,18,Suburb,242619.28
1946.9799426652337,3,3,0,Uptown,357864.08
1495.8340947773222,4,2,4,Rural,145064.87
1517.3770166290064,4,1,26,Rural,154916.53
1939.2299624145817,2,1,15,Uptown,312162.87
931.1493951016055,1,3,5,Downtown,196483.15
955.5217353740669,2,2,39,Suburb,152332.77
1368.9334672485384,3,3,12,Suburb,207318.74
1671.9317089728916,4,2,47,Downtown,315568.27
1986.5445393588027,2,1,34,Uptown,336157.28
2685.213730169731,1,3,18,Suburb,343268.93
2314.5957739212117,2,3,11,Uptown,368545.15
1704.0368820219437,5,1,15,Uptown,314667.51
1788.5902752583868,1,3,42,Rural,161293.42
1198.4823812173147,3,2,9,Downtown,239286.5
1788.892118404566,4,2,24,Uptown,301070.03
1626.804816647917,2,2,19,Waterfront,315950.97
1993.6311362028537,1,2,30,Downtown,335351.69
1303.6614338686063,5,1,3,Suburb,196252.97
2111.6079085447036,1,3,43,Rural,168793.12
2719.6433478015465,5,2,22,Suburb,373349.52
1734.7439109258855,3,1,1,Suburb,241437.29
2041.027033259365,4,3,21,Downtown,402110.57
2214.0863950266676,3,3,36,Suburb,289354.83
1559.2677168684982,2,1,7,Uptown,253975.21
1934.45548908625,1,1,6,Suburb,264364.75
1807.555440469077,5,2,13,Rural,184205.75
1858.605659129299,5,3,2,Rural,213019.38
1336.19412968672,1,3,49,Waterfront,230668.7
,1,1,15,Rural,166172.98
2098.7989747472698,2,3,18,Suburb,264635.33
2670.686164677025,3,2,17,Rural,235035.36
2375.562495651124,5,3,15,Downtown,461515.91
3091.9094745069337,2,1,7,Rural,265341.41
1339.5914622671703,3,1,32,Uptown,214144.65
2323.392382032407,2,2,48,Downtown,418109.05
1910.005203443011,5,2,11,Waterfront,412882.1
3113.881759930603,1,3,10,Uptown,494208.09
1315.021028786909,1,3,4,Suburb,172345.12
1296.1668946915343,3,1,26,Suburb,186994.12
1440.3644127335867,4,2,11,Suburb,215769.57
525.6625654141158,3,2,16,Uptown,108715.46
1484.5469869915432,4,2,5,Uptown,248917.79
1344.5204030677812,2,3,32,Uptown,227672.51
1890.2362718857246,2,2,4,Downtown,360354.89
2005.0535854662958,5,1,27,Downtown,370046.28
2925.702503529532,4,1,13,Suburb,378453.38
2370.25430291163,5,3,4,Rural,244538.77
1453.8578066025582,1,3,32,Suburb,161099.02
1260.951197190985,4,2,49,Waterfront,250838.43
2095.1515029039033,3,3,47,Downtown,385919.09
1007.8600757876147,1,1,40,Uptown,164004.29
2898.8752595126125,1,2,18,Downtown,534917.74
2507.664072432772,3,1,21,Uptown,431279.43
1518.4946087371773,1,2,4,Waterfront,300085.57
772.1192825454734,4,3,1,Waterfront,201618.07
2612.3234244992477,5,2,29,Downtown,506477.17
1731.2760928484292,1,2,46,Uptown,251037.52
2542.689787184077,4,1,38,Waterfront,478952.73
843.3434047233798,2,1,3,Suburb,116422.22
1440.3749862277364,4,2,32,Suburb,195584.9
,5,3,12,Uptown,339411.39
1828.1883562588453,4,3,19,Downtown,353259.62
1529.960717112454,3,1,6,Waterfront,316569.76
2173.7099594084993,5,3,14,Downtown,458267.57
1159.4277423704434,2,1,22,Suburb,153163.44
1714.572308987224,3,3,13,Waterfront,382074.15
1872.1773790271393,4,2,22,Downtown,379036.65
2108.6633004352493,5,1,18,Rural,212468.32
2226.968926853334,2,1,28,Uptown,340983.05
1125.2147448972785,3,2,19,Uptown,217389.83
879.5314975586266,2,1,28,Rural,76991.02
2566.6060931391053,4,3,23,Suburb,345762.59
1999.388407187755,2,3,17,Waterfront,401142.89
1350.908078066068,1,1,9,Uptown,214305.7
2730.691185313514,3,3,40,Rural,234674.04
1869.4047805757152,2,1,7,Rural,146863.52
2507.578310438296,4,2,25,Suburb,347296.39
1840.5110888460654,4,1,28,Suburb,255216.46
3036.4487549291925,2,2,9,Downtown,515674.23
2853.204505465923,4,3,16,Uptown,467528.87
1650.621510912556,5,2,1,Downtown,349430.4
2382.9425705726135,5,3,5,Rural,243905.76
2187.2255697510886,5,1,4,Waterfront,436023.8
2621.1789345194093,1,3,27,Waterfront,488773.63
1221.0459236519373,2,1,40,Suburb,159620.33
2211.6308759990634,1,1,4,Waterfront,409920.88
2435.0546921097525,4,2,17,Waterfront,494947.29
744.7563081461315,1,2,25,Waterfront,138742.86
1090.044892400535,4,2,19,Rural,129281.72
576.4606933439397,4,2,40,Waterfront,130773.64
1638.3558993332654,3,3,48,Waterfront,307472.89
2230.5253534775775,5,3,26,Waterfront,468828.47
2701.414231257617,4,3,48,Downtown,471254.7
1844.4568682518652,3,1,11,Rural,140577.71
2777.169327342775,5,3,6,Suburb,402116.35
971.9391250710652,4,3,2,Downtown,213202.41
777.9705363869072,4,3,9,Uptown,150940.81
1766.6713806620287,1,2,33,Rural,139584.01
2030.4392693635843,1,3,24,Rural,167087.14
1780.3831511435442,5,1,34,Uptown,304175.8
559.534739976074,4,2,15,Uptown,112527.91
1746.527976292327,2,1,1,Uptown,295201.99
1017.318299697088,1,3,23,Suburb,145571.71
,5,2,9,Waterfront,446799.76
2019.958947658109,4,1,37,Rural,175945.1
1236.072128203587,4,3,21,Waterfront,272547.12
1491.6798495979838,2,1,25,Waterfront,282527.26
1164.4718868666291,5,1,42,Uptown,226161.04
1762.392541636097,4,1,38,Suburb,250391.81
,1,3,26,Downtown,453801.36
1208.5643721986737,2,3,28,Suburb,130787.12
2102.4279093107066,5,1,46,Waterfront,404472.59
1481.8454289765355,2,2,37,Suburb,216231.59
1324.2763006425935,1,2,19,Uptown,184630.94
1735.7817840272653,5,3,26,Downtown,380920.32
1178.8546065483756,2,3,40,Uptown,197788.46
1467.8104167916908,3,3,19,Downtown,293314.14
1081.273264446691,1,3,43,Waterfront,184132.22
2978.8350797498333,1,3,18,Downtown,515796.85
1821.158131183037,1,2,19,Downtown,346725.21
1380.1646952044487,3,3,34,Downtown,266712.42
1928.3879464405331,3,1,46,Suburb,235339.07
1732.6031701855022,4,1,1,Suburb,250598.17
1667.4182402800661,2,2,29,Waterfront,318852.02
2168.500020026055,4,1,33,Downtown,402805.27
2254.504626028383,2,2,21,Rural,188952.27
,3,2,2,Waterfront,315348.59
1454.509055613192,3,1,5,Downtown,272541.38
1634.9689817090136,4,3,14,Downtown,305575.29
418.8473011586491,5,1,26,Suburb,92091.04
890.8853626808686,4,1,9,Waterfront,191952.77
2620.1245604667147,2,2,8,Downtown,469629.81
2786.9806281007704,4,1,32,Downtown,515983.77
1650.578376266173,1,2,31,Waterfront,283036.91
2145.9341778334597,2,3,47,Rural,197868.73
1986.7500927261217,2,3,5,Waterfront,396617.81
3647.3284850731425,5,3,40,Waterfront,700521.28
2471.744946860746,3,1,35,Rural,248470.42
1723.2494451115401,2,2,1,Waterfront,348576.56
1226.6757356397445,3,3,28,Downtown,236480.13
836.1322078454565,4,2,3,Waterfront,200000.6
1922.0781815203338,1,2,0,Rural,187272.0
1346.189552829418,5,3,18,Uptown,252497.59
946.6477742413955,3,3,25,Waterfront,225244.37
1412.056269454484,2,2,24,Suburb,185809.55
1151.071197831363,3,3,9,Downtown,259682.78
2812.284981043539,2,2,14,Downtown,485385.79
2328.9838541696704,3,2,21,Suburb,291532.11
1795.2164152100295,2,3,47,Suburb,223410.89
2687.9664833340157,4,1,20,Waterfront,524362.97
1846.420984588571,2,3,21,Suburb,238852.16
1283.2294792030418,2,1,35,Uptown,240706.03
2713.8744463617945,1,2,33,Rural,262274.16
2123.346026210795,2,2,29,Suburb,273687.35
1177.652307404126,1,1,24,Suburb,150972.86
1685.7967931498351,5,2,44,Uptown,289823.04
1274.6290479691456,1,1,27,Downtown,201470.3
970.3201614213983,4,1,0,Downtown,212082.7
2355.7065285189847,1,2,48,Waterfront,433793.94
2945.6499842820785,5,1,44,Uptown,495681.9
960.8594557085153,4,3,3,Rural,127707.82
2137.7815420143424,3,3,6,Rural,182547.04
1409.614458526904,3,2,48,Uptown,225603.75
1507.7247697411824,1,2,8,Rural,114975.87
1444.5636454566784,1,1,35,Downtown,258819.35
1281.6055381921105,5,1,18,Rural,127929.1
1829.1129767668963,5,1,0,Rural,184438.84
1301.4299301533774,2,1,9,Uptown,224165.24
1962.2740954679034,5,3,35,Uptown,387083.21
1769.8571343305177,2,3,8,Rural,172152.12
1656.6311718801542,4,2,44,Suburb,219621.68
1255.4618027750412,1,1,45,Uptown,163453.64
1453.9372016590005,4,1,41,Waterfront,314488.29
2253.2347354954536,5,2,31,Waterfront,459257.71
2100.5503125746286,4,1,31,Downtown,412189.59
1213.4668531208695,4,1,5,Rural,143015.41
1859.5993832575355,4,1,47,Suburb,234407.58
2250.8322740230733,5,1,37,Downtown,399535.68
798.3568313271769,4,1,16,Rural,92570.51
2126.0161154279613,2,2,9,Uptown,337678.86
1402.425744632492,5,1,49,Waterfront,291126.82
2142.359201155896,4,2,26,Suburb,304418.85
1342.0445060744898,5,1,49,Waterfront,254864.28
717.0707396012886,3,3,34,Uptown,143279.82
823.4745372701024,2,3,20,Rural,96665.8
1828.8509679968292,4,3,24,Uptown,333199.3
1955.8335010328892,3,3,27,Uptown,308171.89
1257.4100249373548,3,2,46,Waterfront,256023.85
2183.155475266424,5,2,14,Suburb,324431.71
803.087962638624,3,1,3,Uptown,160361.7
1760.3521208116101,2,3,28,Waterfront,344827.97
1073.390280142526,2,2,8,Suburb,168701.03
1408.8983353187045,1,1,26,Rural,109752.68
1828.4392027898484,2,1,25,Rural,138341.4
1283.7519808296286,3,2,18,Downtown,250181.37
1569.2666734621048,2,3,27,Waterfront,320793.68
2403.7756855286643,5,1,16,Suburb,342637.13
1453.8648782861108,1,3,42,Uptown,233787.27
2301.415267239085,3,3,40,Rural,221956.2
1122.1758872054293,1,3,41,Suburb,156940.78
2117.88250674917,3,1,49,Waterfront,390228.2
2664.94117239474,5,3,19,Downtown,511851.03
400.0,1,1,44,Rural,49687.52
1321.8628467177139,4,3,39,Suburb,171871.19
2146.243276308324,3,1,38,Suburb,277786.19
1678.1727683742045,4,3,48,Suburb,218430.1
,1,2,22,Waterfront,394387.68
1437.6088879705076,4,3,46,Waterfront,301400.57
1851.95387248374,4,3,31,Waterfront,385365.61
1706.5936587647523,1,1,46,Uptown,275172.25
2500.6692369958846,5,1,32,Suburb,316139.67
1952.652505980728,4,3,45,Rural,187560.1
2002.5615972451212,4,2,4,Waterfront,418359.2
1552.8738203265195,5,2,42,Waterfront,337303.46
1507.436265556504,4,1,47,Suburb,228032.31
1540.4650873082273,4,2,33,Waterfront,311405.09
2036.671285426978,4,3,39,Uptown,326789.73
1547.4093115078422,2,1,10,Uptown,241221.49
1973.8649141378478,5,3,49,Waterfront,404903.41
3045.240479187263,4,1,2,Suburb,402592.32
2322.6748220590152,5,1,32,Suburb,312638.91
1604.3858806992953,3,1,10,Suburb,244566.22
2520.728353298367,3,1,15,Downtown,480054.95
1555.1547761870693,4,2,17,Waterfront,352272.06
577.1252788932877,5,3,29,Suburb,150371.61
1195.1482134495577,5,3,47,Uptown,236883.71
677.5248473844865,5,3,9,Rural,109517.41
1589.0919095752147,2,1,17,Rural,155495.28
1811.051027513731,3,2,37,Suburb,246139.7
2805.8623873651695,5,3,18,Rural,275068.39
